kat_uzemi,upper_zoning_id,parcel_number,nationalCadastralReference,label,areaValue_m2,refPoint_x,refPoint_y,refPoint_lon,refPoint_lat
Malešice,732451,736/1,732451-736/1,736/1,10843.0,-734845.93,-1045599.37,14.53639910676731,50.07413113634501
